payment_id,order_id,amount,payment_method,payment_status
9205,9205,705.73,Credit Card,Success
9206,9206,4004.7,UPI,Success
9207,9207,3973.85,Credit Card,Success
9208,9208,1293.03,Net Banking,Failed
9209,9209,1805.34,Wallet,Success
9210,9210,4493.99,Credit Card,Success
9211,9211,7070.09,Wallet,Success
9212,9212,2367.83,Wallet,Success
9213,9213,4094.58,UPI,Success
9214,9214,3490.19,Net Banking,Failed
9215,9215,4777.13,Net Banking,Failed
9216,9216,1993.34,Net Banking,Success
9217,9217,4617.95,Credit Card,Success
9218,9218,4288.56,Credit Card,Success
9219,9219,1357.12,Net Banking,Success
9220,9220,3151.33,Net Banking,Success
9221,9221,7043.57,UPI,Success
9222,9222,886.54,Credit Card,Failed
9223,9223,591.8,Credit Card,Success
9224,9224,955.64,UPI,Failed
9225,9225,1724.16,UPI,Success
9226,9226,2398.77,UPI,Success
9227,9227,1263.61,Credit Card,Failed
9228,9228,2457.3,Credit Card,Failed
9229,9229,5449.23,Net Banking,Failed
9230,9230,4047.9,Wallet,Failed
9231,9231,3353.59,UPI,Failed
9232,9232,2229.18,Wallet,Failed
9233,9233,4658.9,UPI,Success
9234,9234,3411.09,Credit Card,Failed
9235,9235,5963.35,Credit Card,Failed
9236,9236,886.23,Credit Card,Failed
9237,9237,3999.02,Net Banking,Failed
9238,9238,2072.36,Credit Card,Success
9239,9239,2320.67,Net Banking,Failed
9240,9240,6429.49,Credit Card,Success
9241,9241,1085.06,Credit Card,Success
9242,9242,1327.98,UPI,Success
9243,9243,5043.39,Net Banking,Success
9244,9244,3566.7,Net Banking,Failed
9245,9245,4955.93,UPI,Success
9246,9246,217.9,UPI,Failed
9247,9247,2230.86,Net Banking,Success
9248,9248,2776.97,UPI,Failed
9249,9249,9220.49,UPI,Success
9250,9250,2994.86,Wallet,Failed
9251,9251,6557.06,Net Banking,Failed
9252,9252,5728.17,Wallet,Failed
9253,9253,611.91,Credit Card,Success
9254,9254,3074.05,Wallet,Failed
9255,9255,506.48,Wallet,Success
9256,9256,4556.92,Credit Card,Failed
9257,9257,1754.26,UPI,Success
9258,9258,3621.03,UPI,Success
9259,9259,5087.86,UPI,Failed
9260,9260,4121.28,Credit Card,Failed
9261,9261,1327.56,UPI,Success
9262,9262,806.4,Wallet,Success
9263,9263,4895.36,Wallet,Success
9264,9264,2223.24,Wallet,Success
9265,9265,7459.46,Wallet,Failed
9266,9266,1070.7,Credit Card,Success
9267,9267,202.26,Net Banking,Failed
9268,9268,1440.07,Net Banking,Success
9269,9269,4165.72,Wallet,Failed
9270,9270,2116.32,Net Banking,Failed
9271,9271,2733.52,Wallet,Success
9272,9272,5025.26,Credit Card,Failed
9273,9273,3895.88,Credit Card,Failed
9274,9274,1948.74,Wallet,Success
9275,9275,5277.86,Wallet,Success
9276,9276,5096.17,Net Banking,Failed
9277,9277,4638.44,Credit Card,Success
9278,9278,4460.06,Net Banking,Failed
9279,9279,2922.27,Net Banking,Failed
9280,9280,1884.72,Credit Card,Failed
9281,9281,1414.52,Net Banking,Success
9282,9282,910.13,Net Banking,Success
9283,9283,571.56,Wallet,Failed
9284,9284,3623.69,Wallet,Success
9285,9285,1454.91,Net Banking,Success
9286,9286,3558.42,UPI,Success
9287,9287,2154.81,Net Banking,Failed
9288,9288,2227.07,UPI,Failed
9289,9289,4593.31,Net Banking,Success
9290,9290,931.99,Net Banking,Failed
9291,9291,2653.7,UPI,Success
9292,9292,2132.84,Credit Card,Failed
9293,9293,4949.98,Net Banking,Success
9294,9294,3403.61,Net Banking,Success
9295,9295,6915.71,Credit Card,Failed
9296,9296,4230.7,Wallet,Success
9297,9297,1292.06,Credit Card,Success
9298,9298,2586.56,Credit Card,Failed
9299,9299,2579.5,Wallet,Failed
9300,9300,3316.32,Wallet,Failed
9301,9301,7083.25,Wallet,Success
9302,9302,2030.89,Wallet,Success
9303,9303,1882.3,Net Banking,Failed
9304,9304,2432.28,Net Banking,Success
9305,9305,6283.81,UPI,Failed
9306,9306,534.94,UPI,Success
9307,9307,1905.5,UPI,Success
9308,9308,2171.7,Wallet,Failed
9309,9309,4605.32,Credit Card,Failed
9310,9310,5930.49,UPI,Failed
9311,9311,1436.92,Wallet,Success
9312,9312,4281.14,Net Banking,Failed
9313,9313,5176.39,Wallet,Failed
9314,9314,8087.8,UPI,Success
9315,9315,230.19,UPI,Success
9316,9316,7679.91,UPI,Success
9317,9317,2431.85,Credit Card,Failed
9318,9318,3064.59,Credit Card,Success
9319,9319,132.24,Net Banking,Success
9320,9320,2486.81,Net Banking,Failed
9321,9321,1965.14,UPI,Failed
9322,9322,2810.0,UPI,Failed
9323,9323,3464.45,Credit Card,Success
9324,9324,1377.15,Wallet,Success
9325,9325,2465.22,Wallet,Failed
9326,9326,3018.31,UPI,Failed
9327,9327,1120.96,UPI,Success
9328,9328,3619.6,UPI,Failed
9329,9329,1894.03,Net Banking,Success
9330,9330,2812.45,UPI,Failed
9331,9331,3303.96,Wallet,Success
9332,9332,1546.82,Credit Card,Success
9333,9333,1297.94,Wallet,Failed
9334,9334,3554.52,UPI,Success
9335,9335,800.22,UPI,Success
9336,9336,1362.81,Net Banking,Success
9337,9337,5832.75,Credit Card,Success
9338,9338,2570.16,Net Banking,Success
9339,9339,3232.81,UPI,Failed
9340,9340,3033.64,Net Banking,Failed
9341,9341,482.14,Credit Card,Failed
9342,9342,5249.27,Net Banking,Success
9343,9343,185.64,Net Banking,Failed
9344,9344,576.02,Wallet,Failed
9345,9345,3956.12,Credit Card,Success
9346,9346,109.94,UPI,Failed
9347,9347,2177.76,Credit Card,Success
9348,9348,3530.54,Credit Card,Failed
9349,9349,2179.92,Credit Card,Failed
9350,9350,5380.75,UPI,Failed
9351,9351,2106.45,Credit Card,Failed
9352,9352,2109.44,Wallet,Failed
9353,9353,2300.28,Credit Card,Failed
9354,9354,6136.44,Credit Card,Success
9355,9355,848.37,Credit Card,Failed
9356,9356,3062.71,Net Banking,Failed
9357,9357,4440.42,Wallet,Success
9358,9358,5250.67,Wallet,Success
9359,9359,1388.96,Net Banking,Success
9360,9360,2990.82,Net Banking,Success
9361,9361,6709.91,Wallet,Failed
9362,9362,3123.3,Wallet,Success
9363,9363,1832.41,Credit Card,Success
9364,9364,762.58,UPI,Success
9365,9365,3599.0,Net Banking,Success
9366,9366,3219.16,Net Banking,Failed
9367,9367,3931.62,Wallet,Success
9368,9368,850.85,Credit Card,Success
9369,9369,5042.22,UPI,Success
9370,9370,4960.38,UPI,Failed
9371,9371,2998.49,Wallet,Success
9372,9372,5395.31,UPI,Success
9373,9373,6073.97,Credit Card,Success
9374,9374,4424.11,Net Banking,Failed
9375,9375,5626.87,Wallet,Failed
9376,9376,2176.27,UPI,Success
9377,9377,6513.97,UPI,Failed
9378,9378,6631.05,Wallet,Failed
9379,9379,1443.58,Wallet,Failed
9380,9380,1582.48,Credit Card,Failed
9381,9381,2500.59,Wallet,Failed
9382,9382,3333.79,Wallet,Success
9383,9383,4770.26,Wallet,Success
9384,9384,170.9,UPI,Success
9385,9385,6734.62,Net Banking,Success
9386,9386,2778.83,Wallet,Failed
9387,9387,3168.67,Net Banking,Failed
9388,9388,2610.21,Credit Card,Failed
9389,9389,2860.84,Wallet,Success
9390,9390,5751.08,Net Banking,Failed
9391,9391,4321.16,Net Banking,Success
9392,9392,4580.93,Credit Card,Failed
9393,9393,3836.75,Net Banking,Success
9394,9394,169.1,Wallet,Failed
9395,9395,6747.83,UPI,Failed
9396,9396,973.52,UPI,Success
9397,9397,2727.17,UPI,Failed
9398,9398,329.55,Credit Card,Failed
9399,9399,2350.19,UPI,Failed
9400,9400,1836.43,UPI,Success
9401,9401,5821.26,Wallet,Failed
9402,9402,6327.97,Wallet,Failed
9403,9403,5233.58,Credit Card,Failed
9404,9404,840.21,UPI,Success
9405,9405,6301.47,Net Banking,Failed
9406,9406,949.12,Net Banking,Failed
9407,9407,879.84,Credit Card,Failed
9408,9408,5225.59,Credit Card,Success
9409,9409,5144.47,Wallet,Success
9410,9410,1967.67,Net Banking,Failed
9411,9411,2095.36,Net Banking,Failed
9412,9412,5963.1,Credit Card,Failed
9413,9413,6071.47,Wallet,Failed
9414,9414,4212.26,UPI,Success
9415,9415,745.79,Net Banking,Failed
9416,9416,1717.19,Net Banking,Failed
9417,9417,4464.11,Wallet,Success
9418,9418,4942.78,Net Banking,Failed
9419,9419,864.03,Credit Card,Success
9420,9420,326.18,UPI,Failed
9421,9421,1462.72,Wallet,Success
9422,9422,1657.78,UPI,Success
9423,9423,4698.52,Net Banking,Success
9424,9424,363.84,Net Banking,Failed
9425,9425,3761.25,Wallet,Failed
9426,9426,821.76,UPI,Success
9427,9427,1201.4,Wallet,Failed
9428,9428,3778.36,Wallet,Success
9429,9429,3092.17,Wallet,Success
9430,9430,1990.6,Net Banking,Failed
9431,9431,5568.39,Wallet,Failed
9432,9432,2773.86,Credit Card,Failed
9433,9433,2281.11,Wallet,Failed
9434,9434,1502.36,Wallet,Failed
9435,9435,1050.3,UPI,Success
9436,9436,6113.75,Net Banking,Success
9437,9437,6247.71,Wallet,Success
9438,9438,4737.41,Net Banking,Success
9439,9439,1532.46,Credit Card,Failed
9440,9440,3514.54,Wallet,Failed
9441,9441,772.1,Wallet,Success
9442,9442,1918.87,UPI,Failed
9443,9443,2837.51,Credit Card,Success
9444,9444,4105.61,Net Banking,Failed
9445,9445,1607.56,UPI,Success
9446,9446,3188.28,UPI,Success
9447,9447,2970.33,Net Banking,Failed
9448,9448,527.73,Credit Card,Success
9449,9449,5920.44,Wallet,Success
9450,9450,5223.65,Credit Card,Success
9451,9451,4378.94,Credit Card,Failed
9452,9452,2029.52,Net Banking,Success
9453,9453,4460.95,Net Banking,Failed
9454,9454,2585.93,Net Banking,Success
9455,9455,2952.05,UPI,Failed
9456,9456,3246.09,Credit Card,Failed
9457,9457,2317.44,Wallet,Success
9458,9458,4514.07,UPI,Success
9459,9459,8482.72,Credit Card,Success
9460,9460,2344.72,Wallet,Failed
9461,9461,3955.84,UPI,Success
9462,9462,1772.46,UPI,Failed
9463,9463,5499.78,UPI,Success
9464,9464,4999.32,UPI,Failed
9465,9465,1637.88,Credit Card,Failed
9466,9466,1130.68,Wallet,Failed
9467,9467,9735.32,UPI,Success
9468,9468,3518.42,UPI,Failed
9469,9469,9117.68,Wallet,Failed
9470,9470,332.07,Credit Card,Failed
9471,9471,3173.45,UPI,Failed
9472,9472,4475.13,Wallet,Failed
9473,9473,3284.56,Wallet,Success
9474,9474,2522.46,Credit Card,Failed
9475,9475,3148.24,Wallet,Failed
9476,9476,2212.25,Credit Card,Failed
9477,9477,2712.73,Credit Card,Failed
9478,9478,4769.83,Credit Card,Success
9479,9479,1168.5,UPI,Success
9480,9480,1841.86,Wallet,Failed
9481,9481,5529.31,Net Banking,Success
9482,9482,475.21,Wallet,Success
9483,9483,1485.34,UPI,Success
9484,9484,4636.62,Credit Card,Success
9485,9485,5188.09,Wallet,Failed
9486,9486,4615.57,Net Banking,Failed
9487,9487,1451.25,UPI,Failed
9488,9488,3593.88,Net Banking,Failed
9489,9489,241.62,UPI,Failed
9490,9490,3800.81,UPI,Failed
9491,9491,3215.32,Net Banking,Failed
9492,9492,1357.96,Wallet,Failed
9493,9493,2307.87,Net Banking,Failed
9494,9494,4790.68,Net Banking,Failed
9495,9495,1397.52,UPI,Failed
9496,9496,513.95,Net Banking,Success
9497,9497,4938.46,Credit Card,Failed
9498,9498,3208.11,Wallet,Failed
9499,9499,7517.9,UPI,Failed
9500,9500,2464.2,Credit Card,Success
9501,9501,1979.61,Net Banking,Success
9502,9502,3856.81,UPI,Success
9503,9503,2655.58,Net Banking,Success
9504,9504,637.61,Credit Card,Failed
9505,9505,3727.44,Net Banking,Failed
9506,9506,4684.78,Credit Card,Success
9507,9507,147.9,UPI,Success
9508,9508,2442.84,Credit Card,Failed
9509,9509,3424.11,Credit Card,Failed
9510,9510,4580.71,Net Banking,Failed
9511,9511,5635.04,Net Banking,Success
9512,9512,4965.33,Net Banking,Success
9513,9513,1681.0,Credit Card,Failed
9514,9514,1853.74,Wallet,Success
9515,9515,6580.05,Wallet,Success
9516,9516,2767.23,UPI,Failed
9517,9517,912.94,Net Banking,Failed
9518,9518,3730.1,Wallet,Success
9519,9519,1913.85,Credit Card,Success
9520,9520,2548.56,Credit Card,Success
9521,9521,2882.46,Credit Card,Success
9522,9522,5771.9,Net Banking,Failed
9523,9523,1596.0,Wallet,Success
9524,9524,7887.77,Wallet,Failed
9525,9525,5451.04,Wallet,Success
9526,9526,8041.96,UPI,Success
9527,9527,1348.58,Net Banking,Failed
9528,9528,4915.25,UPI,Failed
9529,9529,5206.55,Net Banking,Failed
9530,9530,3278.13,Net Banking,Failed
9531,9531,1849.91,Credit Card,Success
9532,9532,475.07,Wallet,Success
9533,9533,3583.65,Credit Card,Success
9534,9534,2184.22,Wallet,Success
9535,9535,4580.82,Wallet,Failed
9536,9536,5825.84,Net Banking,Success
9537,9537,778.19,Credit Card,Failed
9538,9538,5234.58,Wallet,Success
9539,9539,1856.14,Wallet,Failed
9540,9540,5124.87,UPI,Failed
9541,9541,2313.87,Wallet,Failed
9542,9542,2152.38,Wallet,Failed
9543,9543,7098.99,Net Banking,Failed
9544,9544,1831.28,UPI,Success
9545,9545,2422.39,Net Banking,Failed
9546,9546,2461.42,UPI,Success
9547,9547,631.24,UPI,Success
9548,9548,1376.7,Wallet,Failed
9549,9549,1030.82,Wallet,Failed
9550,9550,1681.65,UPI,Failed
9551,9551,6382.26,Credit Card,Success
9552,9552,5943.82,UPI,Failed
9553,9553,1042.26,Net Banking,Failed
9554,9554,3336.55,UPI,Failed
9555,9555,1953.06,Wallet,Success
9556,9556,3876.29,Net Banking,Success
9557,9557,4121.33,UPI,Failed
9558,9558,4596.75,Wallet,Failed
9559,9559,5715.79,UPI,Failed
9560,9560,532.98,UPI,Failed
9561,9561,6043.72,UPI,Success
9562,9562,5511.55,Credit Card,Success
9563,9563,1991.57,Wallet,Success
9564,9564,5907.46,Net Banking,Success
9565,9565,3701.78,Credit Card,Success
9566,9566,2160.75,Wallet,Success
9567,9567,1801.64,Net Banking,Success
9568,9568,1535.21,Wallet,Failed
9569,9569,4167.84,UPI,Success
9570,9570,724.1,UPI,Success
9571,9571,3116.68,UPI,Success
9572,9572,5635.02,UPI,Failed
9573,9573,1837.52,UPI,Failed
9574,9574,2566.34,UPI,Success
9575,9575,74.85,Wallet,Success
9576,9576,1141.22,Credit Card,Success
9577,9577,588.66,UPI,Failed
9578,9578,1213.89,Wallet,Success
9579,9579,637.61,Net Banking,Failed
9580,9580,6481.38,Net Banking,Failed
9581,9581,3538.8,Credit Card,Failed
9582,9582,8604.65,Credit Card,Success
9583,9583,3248.38,Net Banking,Success
9584,9584,4610.48,Credit Card,Success
9585,9585,6196.72,Wallet,Success
9586,9586,1850.37,UPI,Success
9587,9587,5006.42,Wallet,Failed
9588,9588,3152.29,UPI,Success
9589,9589,3764.11,Net Banking,Success
9590,9590,446.86,Wallet,Success
9591,9591,5201.0,Wallet,Failed
9592,9592,7560.24,Net Banking,Success
9593,9593,5821.19,Net Banking,Failed
9594,9594,2817.06,Net Banking,Failed
9595,9595,933.76,Wallet,Failed
9596,9596,1981.16,Net Banking,Failed
9597,9597,6838.33,Wallet,Success
9598,9598,2274.46,Wallet,Success
9599,9599,4049.73,Wallet,Failed
9600,9600,1077.52,Net Banking,Failed
9601,9601,4443.76,Net Banking,Success
9602,9602,1390.75,Net Banking,Success
9603,9603,763.23,Wallet,Failed
9604,9604,3441.58,Wallet,Failed
9605,9605,3296.89,UPI,Failed
9606,9606,6521.4,Net Banking,Failed
9607,9607,5596.76,UPI,Success
9608,9608,604.65,UPI,Success
9609,9609,2321.98,Net Banking,Success
9610,9610,952.34,UPI,Success
9611,9611,3722.33,Wallet,Success
9612,9612,798.01,UPI,Success
9613,9613,2796.33,UPI,Failed
9614,9614,4007.33,Credit Card,Success
9615,9615,1152.72,Credit Card,Failed
9616,9616,1347.46,Wallet,Failed
9617,9617,6243.59,Credit Card,Failed
9618,9618,3752.26,UPI,Success
9619,9619,23.35,Net Banking,Failed
9620,9620,6893.09,UPI,Failed
9621,9621,5625.12,Net Banking,Failed
9622,9622,7070.61,Net Banking,Success
9623,9623,695.97,Wallet,Success
9624,9624,4352.54,UPI,Success
9625,9625,933.76,Credit Card,Failed
9626,9626,2557.62,Net Banking,Failed
9627,9627,2774.73,Credit Card,Failed
9628,9628,2039.68,Net Banking,Failed
9629,9629,3730.25,Credit Card,Success
9630,9630,726.65,Net Banking,Success
9631,9631,3595.3,Net Banking,Failed
9632,9632,314.94,Wallet,Success
9633,9633,3070.71,Credit Card,Failed
9634,9634,3683.78,UPI,Failed
9635,9635,2404.6,UPI,Failed
9636,9636,4058.15,Wallet,Success
9637,9637,724.01,Wallet,Failed
9638,9638,1958.57,Wallet,Failed
9639,9639,1830.6,Net Banking,Failed
9640,9640,4450.68,Net Banking,Failed
9641,9641,3616.13,Net Banking,Success
9642,9642,1859.59,UPI,Success
9643,9643,2798.96,Credit Card,Failed
9644,9644,3641.11,UPI,Failed
9645,9645,6792.41,Credit Card,Failed
9646,9646,3754.95,Net Banking,Failed
9647,9647,3604.92,Wallet,Failed
9648,9648,3501.84,Net Banking,Success
9649,9649,2617.32,Credit Card,Failed
9650,9650,376.49,UPI,Failed
9651,9651,678.34,UPI,Failed
9652,9652,2398.53,Credit Card,Success
9653,9653,4282.98,Credit Card,Failed
9654,9654,3521.05,Credit Card,Success
9655,9655,8212.65,Wallet,Success
9656,9656,3152.84,Credit Card,Success
9657,9657,1606.88,Net Banking,Success
9658,9658,2088.89,Wallet,Failed
9659,9659,3114.78,Net Banking,Failed
9660,9660,3713.3,Credit Card,Failed
9661,9661,3751.38,Net Banking,Failed
9662,9662,879.48,Net Banking,Failed
9663,9663,3582.06,UPI,Success
9664,9664,4751.43,Credit Card,Failed
9665,9665,2320.08,Net Banking,Success
9666,9666,2513.04,Net Banking,Success
9667,9667,1983.51,UPI,Failed
9668,9668,2645.52,Net Banking,Success
9669,9669,580.11,Credit Card,Failed
9670,9670,3266.5,Wallet,Success
9671,9671,2175.8,Net Banking,Failed
9672,9672,2631.96,Credit Card,Success
9673,9673,24.95,Wallet,Failed
9674,9674,1145.32,Credit Card,Failed
9675,9675,1800.71,Wallet,Failed
9676,9676,596.36,Net Banking,Failed
9677,9677,1905.66,Wallet,Failed
9678,9678,5514.93,Net Banking,Success
9679,9679,3396.56,Wallet,Success
9680,9680,3124.41,UPI,Failed
9681,9681,2039.88,UPI,Success
9682,9682,6563.66,Net Banking,Failed
9683,9683,64.35,Wallet,Success
9684,9684,5668.5,Net Banking,Failed
9685,9685,3040.43,Net Banking,Failed
9686,9686,3851.84,Credit Card,Failed
9687,9687,1838.37,UPI,Success
9688,9688,283.7,Wallet,Success
9689,9689,4157.38,Net Banking,Success
9690,9690,2337.46,Net Banking,Failed
9691,9691,3236.22,Net Banking,Failed
9692,9692,98.36,Net Banking,Failed
9693,9693,1214.39,Credit Card,Success
9694,9694,3226.56,Credit Card,Failed
9695,9695,2586.14,Net Banking,Failed
9696,9696,3646.68,Credit Card,Success
9697,9697,940.1,UPI,Success
9698,9698,3462.52,Wallet,Success
9699,9699,4760.01,Credit Card,Failed
9700,9700,7876.07,Wallet,Failed
9701,9701,2599.88,Net Banking,Failed
9702,9702,1396.82,Wallet,Success
9703,9703,3113.1,Net Banking,Success
9704,9704,3693.28,Credit Card,Success
9705,9705,2115.27,Credit Card,Success
9706,9706,4911.05,Wallet,Failed
9707,9707,4476.45,UPI,Success
9708,9708,1900.48,UPI,Failed
9709,9709,2996.08,UPI,Success
9710,9710,1985.28,Net Banking,Success
9711,9711,4778.12,Credit Card,Failed
9712,9712,2425.78,Credit Card,Success
9713,9713,1831.14,Wallet,Failed
9714,9714,120.57,Wallet,Failed
9715,9715,6529.94,Credit Card,Failed
9716,9716,7905.65,Net Banking,Success
9717,9717,296.92,Net Banking,Success
9718,9718,1369.44,Wallet,Success
9719,9719,2437.04,Wallet,Failed
9720,9720,881.95,Credit Card,Failed
9721,9721,4309.94,Credit Card,Failed
9722,9722,7498.98,Net Banking,Failed
9723,9723,3041.0,Credit Card,Failed
9724,9724,2107.0,UPI,Failed
9725,9725,825.98,UPI,Success
9726,9726,4400.86,Credit Card,Failed
9727,9727,2406.86,Credit Card,Failed
9728,9728,1434.68,Credit Card,Failed
9729,9729,1247.2,Credit Card,Failed
9730,9730,4597.72,Credit Card,Failed
9731,9731,5532.33,Net Banking,Failed
9732,9732,893.74,Net Banking,Success
9733,9733,1151.56,Credit Card,Failed
9734,9734,4990.17,Credit Card,Success
9735,9735,4642.05,Wallet,Success
9736,9736,914.4,Wallet,Success
9737,9737,8036.69,Net Banking,Failed
9738,9738,2004.69,Wallet,Success
9739,9739,621.74,Net Banking,Failed
9740,9740,8604.29,Wallet,Success
9741,9741,3212.45,Wallet,Success
9742,9742,759.3,Wallet,Failed
9743,9743,718.34,Credit Card,Failed
9744,9744,6430.1,Net Banking,Success
9745,9745,5675.84,Credit Card,Success
9746,9746,4050.06,Wallet,Success
9747,9747,4363.9,Wallet,Failed
9748,9748,1947.74,Net Banking,Failed
9749,9749,5695.31,UPI,Failed
9750,9750,1047.93,UPI,Success
9751,9751,4175.98,UPI,Failed
9752,9752,1314.9,UPI,Success
9753,9753,2372.66,Credit Card,Failed
9754,9754,700.86,Credit Card,Success
9755,9755,2281.5,Net Banking,Success
9756,9756,5022.58,Credit Card,Success
9757,9757,978.54,Net Banking,Failed
9758,9758,1793.86,Credit Card,Failed
9759,9759,6956.28,UPI,Failed
9760,9760,840.62,Net Banking,Failed
9761,9761,2314.06,UPI,Failed
9762,9762,740.69,Credit Card,Failed
9763,9763,2714.2,UPI,Failed
9764,9764,4348.58,UPI,Failed
9765,9765,3106.76,Wallet,Failed
9766,9766,3849.72,Credit Card,Success
9767,9767,894.54,Wallet,Success
9768,9768,247.78,Net Banking,Failed
9769,9769,6093.89,UPI,Failed
9770,9770,980.67,Credit Card,Failed
9771,9771,1213.13,Wallet,Success
9772,9772,5651.27,UPI,Success
9773,9773,428.96,Credit Card,Failed
9774,9774,1004.62,Net Banking,Success
9775,9775,2970.06,Net Banking,Success
9776,9776,5571.09,Credit Card,Failed
9777,9777,2837.66,UPI,Success
9778,9778,1009.74,Wallet,Success
9779,9779,4712.66,Wallet,Failed
9780,9780,2606.13,Credit Card,Success
9781,9781,909.84,Credit Card,Failed
9782,9782,3447.29,UPI,Success
9783,9783,5991.93,Wallet,Success
9784,9784,1246.95,UPI,Failed
9785,9785,2974.84,Net Banking,Success
9786,9786,4683.96,Credit Card,Failed
9787,9787,729.32,UPI,Success
9788,9788,938.64,Wallet,Success
9789,9789,819.69,Wallet,Failed
9790,9790,3130.59,UPI,Failed
9791,9791,4032.12,Net Banking,Failed
9792,9792,3832.52,Net Banking,Failed
9793,9793,3251.96,Credit Card,Success
9794,9794,2087.79,Net Banking,Success
9795,9795,4062.45,Net Banking,Failed
9796,9796,2113.38,Wallet,Failed
9797,9797,3185.99,Net Banking,Success
9798,9798,3116.71,Net Banking,Success
9799,9799,170.79,UPI,Failed
9800,9800,4502.65,UPI,Success
9801,9801,4093.01,Credit Card,Success
9802,9802,3148.63,Wallet,Success
9803,9803,2569.23,Net Banking,Failed
9804,9804,5077.27,UPI,Success
9805,9805,2752.26,UPI,Failed
9806,9806,5561.12,Wallet,Success
9807,9807,2968.32,Credit Card,Success
9808,9808,425.11,Net Banking,Success
9809,9809,1890.66,Credit Card,Success
9810,9810,5219.13,Wallet,Failed
9811,9811,8137.05,UPI,Failed
9812,9812,2277.93,UPI,Success
9813,9813,1639.16,Net Banking,Failed
9814,9814,2124.83,UPI,Success
9815,9815,5653.12,Wallet,Failed
9816,9816,2806.86,Wallet,Success
9817,9817,1449.48,Credit Card,Success
9818,9818,297.22,Net Banking,Success
9819,9819,2703.81,UPI,Failed
9820,9820,2475.31,UPI,Failed
9821,9821,6547.92,Credit Card,Success
9822,9822,1465.12,Wallet,Success
9823,9823,5501.67,UPI,Failed
9824,9824,3678.61,Net Banking,Failed
9825,9825,1322.32,Net Banking,Failed
9826,9826,3756.44,Wallet,Success
9827,9827,2465.6,Wallet,Success
9828,9828,2412.16,Credit Card,Success
9829,9829,1866.48,Wallet,Failed
9830,9830,3337.67,Credit Card,Failed
9831,9831,5630.43,Wallet,Success
9832,9832,4540.02,UPI,Success
9833,9833,4357.8,Wallet,Success
9834,9834,1712.5,Wallet,Success
9835,9835,576.02,UPI,Failed
9836,9836,4007.1,Credit Card,Success
9837,9837,4694.49,Net Banking,Failed
9838,9838,3003.64,Credit Card,Failed
9839,9839,701.61,Credit Card,Failed
9840,9840,683.11,UPI,Success
9841,9841,1633.91,Wallet,Success
9842,9842,5217.2,Wallet,Success
9843,9843,2677.91,Credit Card,Success
9844,9844,2543.71,Wallet,Failed
9845,9845,2202.59,Wallet,Success
9846,9846,1102.46,Net Banking,Success
9847,9847,1898.3,Wallet,Failed
9848,9848,3709.49,Wallet,Failed
9849,9849,1566.93,Wallet,Success
9850,9850,3784.74,Net Banking,Success
9851,9851,236.62,Wallet,Failed
9852,9852,894.54,Credit Card,Success
9853,9853,5278.29,UPI,Failed
9854,9854,2676.17,Credit Card,Failed
9855,9855,7304.43,Wallet,Success
9856,9856,66.03,Wallet,Success
9857,9857,1476.88,Credit Card,Failed
9858,9858,1490.59,UPI,Success
9859,9859,2890.6,Credit Card,Failed
9860,9860,1502.16,Wallet,Success
9861,9861,3527.29,Credit Card,Failed
9862,9862,46.7,UPI,Failed
9863,9863,1249.68,Wallet,Failed
9864,9864,4601.94,Wallet,Success
9865,9865,2034.12,UPI,Success
9866,9866,1524.35,Net Banking,Failed
9867,9867,1333.43,UPI,Failed
9868,9868,1077.52,Wallet,Failed
9869,9869,2222.38,Wallet,Success
9870,9870,2350.69,Credit Card,Failed
9871,9871,1093.98,Wallet,Failed
9872,9872,943.05,UPI,Failed
9873,9873,1727.73,Wallet,Failed
9874,9874,1729.46,UPI,Success
9875,9875,2538.06,Credit Card,Success
9876,9876,4841.84,Wallet,Success
9877,9877,514.28,Credit Card,Success
9878,9878,2872.95,UPI,Success
9879,9879,1717.85,Net Banking,Success
9880,9880,1190.74,Credit Card,Success
9881,9881,5636.07,UPI,Failed
9882,9882,3805.36,UPI,Failed
9883,9883,3609.05,UPI,Success
9884,9884,4632.91,Net Banking,Success
9885,9885,1535.82,Net Banking,Failed
9886,9886,889.27,Credit Card,Failed
9887,9887,523.42,Net Banking,Failed
9888,9888,3907.64,Net Banking,Success
9889,9889,2795.23,UPI,Failed
9890,9890,2978.82,Wallet,Failed
9891,9891,4770.67,Wallet,Success
9892,9892,4296.98,Net Banking,Failed
9893,9893,3189.77,Credit Card,Failed
9894,9894,2946.12,UPI,Failed
9895,9895,1367.42,UPI,Success
9896,9896,4881.56,Credit Card,Success
9897,9897,3118.87,Net Banking,Success
9898,9898,2035.02,UPI,Success
9899,9899,3487.04,UPI,Failed
9900,9900,724.01,UPI,Success
9901,9901,4263.07,Net Banking,Failed
9902,9902,757.23,Credit Card,Failed
9903,9903,4308.67,Wallet,Success
9904,9904,2929.34,Wallet,Success
9905,9905,1875.52,Wallet,Failed
9906,9906,4376.03,Net Banking,Success
9907,9907,2050.05,Credit Card,Failed
9908,9908,1850.04,Wallet,Failed
9909,9909,210.96,UPI,Failed
9910,9910,2844.82,Wallet,Failed
9911,9911,3126.03,UPI,Success
9912,9912,3638.45,Wallet,Success
9913,9913,1361.6,Wallet,Success
9914,9914,2863.96,Net Banking,Failed
9915,9915,4856.11,UPI,Success
9916,9916,6695.87,Wallet,Success
9917,9917,3842.19,Wallet,Success
